title,director,country,spine,url,img,year,aspect_ratio,color,description,dir_link,duration,lang,country_code,continent,ar
Poto and Cabengo,Jean-Pierre Gorin,United States,,https://www.criterion.com/films/27948-poto-and-cabengo,https://s3.amazonaws.com/criterion-production/films/0099090e6cf64df4af07af286d0ed594/Bsn528tPJBHoa2i7ivX1JtTa8bvsMJ_thumbnail.jpg,1988,1.33:1,Color,"Grace and Virginia are young San Diego twins who speak unlike anyone else. With little exposure to the outside world, the two girls have created a private form of communication that’s an amalgam of the distinctive English dialects they hear at home. Jean-Pierre Gorin’s polyphonic nonfiction investigation of this phenomenon looks at the family from a variety of angles, with the director taking on the role of a sort of sociological detective. It’s a delightful and absorbing study of words and faces, mass media and personal isolation, and America’s odd margins.",/shop/browse?director=gorin-jean-pierre,73,English,US,North America,1.33
Powaqqatsi,Godfrey Reggio,United States,641,https://www.criterion.com/films/28033-powaqqatsi,https://s3.amazonaws.com/criterion-production/films/8acc190ce2c64a28ebc0cfce2f487bf3/JXYEyRgYZCvhbsvrfrADN39TuUInwV_thumbnail.jpg,1987,1.85:1,Color,"Five years after Godfrey Reggio stunned audiences with Koyaanisqatsi, he again joined forces with composer Philip Glass and other collaborators for a second chapter. Here, Reggio turns his sights on third-world nations in the Southern Hemisphere. Forgoing the sped-up aesthetic of the first film, Powaqqatsi employs a meditative slow motion in order to reveal the beauty of the traditional ways of life in those parts of the planet, and to show how cultures there are being eroded as their environments are taken over by industry. This is the most intensely spiritual segment of Reggio’s philosophical and visually remarkable Qatsi Trilogy.",/shop/browse?director=reggio-godfrey,99,,US,North America,1.85
The Princess Bride,Rob Reiner,United States,948,https://www.criterion.com/films/29368-the-princess-bride,https://s3.amazonaws.com/criterion-production/films/aec8f8f4cb7a429f55333c5e1afbb3b1/RUqaCF7gTbmoOh7aDl4yQV3R8wsgzF_thumbnail.jpg,1934,1.85:1,Black & White,"A high-spirited adventure that pits true love against inconceivable odds, The Princess Bride has charmed legions of fans with its irreverent gags, eccentric ensemble, and dazzling swordplay. A kid (Fred Savage), home sick from school, grudgingly allows his grandfather (Peter Falk) to read him a dusty storybook—which is how we meet the innocent Buttercup (Robin Wright, in her breakout role), about to marry the nefarious Prince Humperdinck (Chris Sarandon) though her heart belongs to Westley (Cary Elwes). The wedding plans are interrupted, however, by a mysterious pirate, a vengeful Spaniard, and a good-natured giant, in a tale full of swashbuckling, romance, and outrageously hilarious spoofery. Directed by Rob Reiner from an endlessly quotable script by William Goldman, The Princess Bride reigns as a fairy-tale classic.",/shop/browse?director=reiner-rob,98,English,US,North America,1.85
The Private Life of Don Juan,Alexander Korda,United Kingdom,,https://www.criterion.com/films/1436-the-private-life-of-don-juan,https://s3.amazonaws.com/criterion-production/films/fa83c22895c56728b4564bfc6e403a3e/NjGkZVZ4UTHTcuRFMrgbVv9jSUYcAI_thumbnail.jpg,1933,1.33:1,Black & White,"Douglas Fairbanks Sr. makes his big-screen swan song with Korda’s deliciously satiric deflation of the Don Juan myth. After having faked his own death and escaped Seville, the aging lothario returns, only to find that he has been promptly forgotten; perhaps Merle Oberon’s raven-haired beauty can coax him back into business. Don Juan was a rare “talkie” for Fairbanks, and a shrewd poking at the actor’s own persona.",/shop/browse?director=korda-alexander,87,English,GB,Europe,1.33
The Private Life of Henry VIII,Alexander Korda,United Kingdom,,https://www.criterion.com/films/1433-the-private-life-of-henry-viii,https://s3.amazonaws.com/criterion-production/films/efd531e4f833ecf6ed4864afa507c11e/11QuJYuU3oyeIXl1PO6quna7UKCBH2_thumbnail.jpg,1996,1.33:1,Black & White,"Charles Laughton gulps beer and chomps on mutton, in his first of many iconic screen roles, as King Henry VIII, the ultimate anti-husband. Alexander Korda’s first major international success is a raucous, entertaining, even poignant peek into the boudoirs of the infamous king and his six wives.",/shop/browse?director=korda-alexander,96,English,GB,Europe,1.33
La promesse,Luc Dardenne…,Belgium,620,https://www.criterion.com/films/28073-la-promesse,https://s3.amazonaws.com/criterion-production/films/fc764d56ec9302a2429c93fff187f671/aoWiKjatz40quQKrm8eFiRBdL5jfJ2_thumbnail.jpg,1930,1.66:1,Color,"La promesse is the breakthrough feature from Luc and  Jean-Pierre Dardenne, who would go on to become a force in world filmmaking. The brothers brought the unerring eye for detail and the compassion for those on society’s lowest rungs developed in their earlier documentary work to this absorbing drama about a teenager (Jérémie Renier) gradually coming to understand the implications of his father’s making a living through the exploitation of undocumented workers. Filmed in the Dardennes’ industrial hometown of Seraing, Belgium, La promesse is a brilliantly economical and observant tale of a boy’s troubled moral awakening.",/shop/browse?director=dardenne-luc,94,French,BE,Europe,1.66
À propos de Nice,Jean Vigo…,France,,https://www.criterion.com/films/27752--propos-de-nice,https://s3.amazonaws.com/criterion-production/films/3a16af844b04da9d8e15bed25848b449/7pAz9X21RHWX6Put8NE0TiJ5NPZb53_thumbnail.jpg,1940,1.33:1,Black & White,"Jean Vigo was twenty-five when he made this, his debut film, a silent cinematic poem that reveals, through a thrilling and ironic use of montage, the economic reality hidden behind the facade of the Mediterranean resort town of Nice. The first of Vigo’s several collaborations with cinematographer Boris Kaufman (Dziga Vertov’s brother and a future Oscar winner), À propos de Nice is both a scathing and invigorating look at 1930 French culture.",/shop/browse?director=vigo-jean,23,Silent,FR,Europe,1.33
The Proud Valley,Pen Tennyson,United Kingdom,373,https://www.criterion.com/films/813-the-proud-valley,https://s3.amazonaws.com/criterion-production/films/5b83c252b600e87cb7d663f2b1d1ac8d/F8v9OxoNple8ycZ2VntXSIFAXCg8pJ_thumbnail.jpg,2002,1.33:1,Black & White,"By the start of World War II, Paul Robeson had given up his lucrative mainstream work to participate in more socially progressive film and stage productions. As David Goliath, in the popular British drama The Proud Valley, Robeson is the quintessential everyman, an American sailor who joins rank-and-file Welsh miners organizing against the powers that be.",/shop/browse?director=tennyson-pen,76,English,GB,Europe,1.33
Punch-Drunk Love,Paul Thomas Anderson,United States,843,https://www.criterion.com/films/27916-punch-drunk-love,https://s3.amazonaws.com/criterion-production/films/0f80977b82c0b68bfa43193be7cfc46c/aFQlK4PF7AXR5EdtpHGD2KmjEBoWjV_thumbnail.jpg,1960,2.39:1,Color,"Chaos lurks in every corner of this giddily off-kilter foray into romantic comedy by Paul Thomas Anderson. Struggling to cope with his erratic temper, novelty-toilet-plunger salesman Barry Egan (Adam Sandler, demonstrating remarkable versatility in his first dramatic role) spends his days collecting frequent-flyer-mile coupons and dodging the insults of his seven sisters. The promise of a new life emerges when Barry inadvertently attracts the affection of a mysterious woman named Lena (Emily Watson), but their budding relationship is threatened when he falls prey to the swindling operator of a phone sex line and her deranged boss (played with maniacal brio by Philip Seymour Hoffman). Fueled by the careening momentum of a baroque-futurist score by Jon Brion, the Cannes-award-winning Punch-Drunk Love channels the spirit of classic Hollywood and the whimsy of Jacques Tati into an idiosyncratic ode to the delirium of new romance.",/shop/browse?director=thomas-anderson-paul,95,English,US,North America,2.39
Purple Noon,René Clément,France,637,https://www.criterion.com/films/27810-purple-noon,https://s3.amazonaws.com/criterion-production/films/e431773b9686f745219d9bf7d8efff79/SXXZt3SRbTT8HnGGkDwTxTraKaK2BI_thumbnail.jpg,1969,1.66:1,Color,"Alain Delon was at his most impossibly beautiful when Purple Noon was released and made him an instant star. This ripe, colorful adaptation of Patricia Highsmith’s vicious novel The Talented Mr. Ripley, directed by the versatile René Clément, stars Delon as Tom Ripley, a duplicitous American charmer in Rome on a mission to bring his privileged, devil-may-care acquaintance Philippe Greenleaf (Maurice Ronet) back to the United States. What initially seems a carefree tale of friendship soon morphs into a thrilling saga of seduction, identity theft, and murder. Featuring gorgeous location photography of coastal Italy, Purple Noon is crafted with a light touch that allows it to be at once suspenseful and erotic, and it gave Delon the role of a lifetime.",/shop/browse?director=clement-rene,117,French,FR,Europe,1.66
Putney Swope,Robert Downey Sr.,United States,,https://www.criterion.com/films/28358-putney-swope,https://s3.amazonaws.com/criterion-production/films/8c9be029b45b7c8197c07e2721a341db/DeYMEjJ5dfkpnMVkD3M2pK0FuAfLI5_thumbnail.jpg,1938,1.33:1,Color,"The most popular film by Robert Downey Sr. is this offbeat classic about the antics that ensue after Putney Swope (Arnold Johnson, his voice dubbed by a gravelly Downey), the token black man on the board of a Madison Avenue advertising agency, is inadvertently elected chairman. Putney summarily fires the whiteys, replaces them with Black Power apostles, renames the company Truth and Soul, Inc., and proceeds to wreak politically incorrect havoc.",/shop/browse?director=downey-sr-robert,85,English,US,North America,1.33
Pygmalion,Anthony Asquith…,United Kingdom,85,https://www.criterion.com/films/365-pygmalion,https://s3.amazonaws.com/criterion-production/films/6b60c41a20b0ad93142016f0fbaef104/iPWNkGkmts56OruZK3c8nVR4whMZnz_thumbnail.jpg,,1.33:1,Black & White,"Cranky Professor Henry Higgins (Leslie Howard) takes a bet that he can turn Cockney guttersnipe Eliza Doolittle (Wendy Hiller) into a ""proper lady"" in a mere six months in this delightful comedy of bad manners, based on the play by George Bernard Shaw. This Academy Award–winning inspiration for Lerner and Loewe's My Fair Lady was directed by Anthony Asquith and star Howard, edited by David Lean, and scripted by Shaw himself.",/shop/browse?director=asquith-anthony,96,English,GB,Europe,1.33
Quadrille,Sacha Guitry,France,,https://www.criterion.com/films/26185-quadrille,https://s3.amazonaws.com/criterion-production/films/5401727eb390cb93a058493779bb75f2/2oFlTwvyogfvUGbQGV5CIJpw8I1vlN_thumbnail.jpg,1979,1.33:1,Black & White,"A sparkling four-way affair overflowing with dialogue that showcases writer-director Sacha Guitry’s wit, Quadrille stars Guitry as a magazine editor whose longtime girlfriend—to whom he plans to finally propose—is uncontrollably drawn to a handsome American movie star. Meanwhile, a discerning reporter (Jacqueline Delubac) watches from the sidelines with amusement and provides the final corner to this romantic rectangle.",/shop/browse?director=guitry-sacha,95,French,FR,Europe,1.33
Quadrophenia,Franc Roddam,United Kingdom,624,https://www.criterion.com/films/27775-quadrophenia,https://s3.amazonaws.com/criterion-production/films/7e8f700a6729a78af206537eb551a54e/5G5p8VMkDMxfS2MmGDM4gNk8oqR866_thumbnail.jpg,1947,1.85:1,Color,"The Who’s classic rock opera Quadrophenia was the basis for this invigorating coming-of-age movie and depiction of the defiant, drug-fueled mod subculture of early 1960s London. Our antihero is Jimmy (Phil Daniels), a teenager dissatisfied with family, work, and love. He spends his time knocking around with his clothes-obsessed, pill-popping, scooter-driving fellow mods, a group whose antipathy for the motorcycle-riding rockers leads to a climactic riot in Brighton. Director Franc Roddam’s rough-edged film is a quintessential chronicle of youthful rebellion and turmoil, with Pete Townshend’s brilliant songs (including “I’ve Had Enough,” “5:15,” and “Love Reign O’er Me”) providing emotional support, and featuring Sting and Ray Winstone in early roles.",/shop/browse?director=roddam-franc,120,English,GB,Europe,1.85
Quai des Orfèvres,Henri-Georges Clouzot,France,193,https://www.criterion.com/films/738-quai-des-orf-vres,https://s3.amazonaws.com/criterion-production/films/0412655ee47625915b6efa76614a2115/b0yM2C4MdPzh0vyJhcnLiuLhwCHihn_thumbnail.jpg,1961,1.33:1,Black & White,"Blacklisted for his daring ""anti-French"" masterpiece Le corbeau, Henri-Georges Clouzot returned to cinema four years later with the 1947 crime-fiction adaptation Quai des Orfèvres. Set within the vibrant dance halls and crime corridors of 1940s Paris, Quai des Orfèvres follows ambitious performer Jenny Lamour (Suzy Delair), her covetous husband Maurice Martineau (Bernard Blier), and their devoted confidante Dora Monier (Simone Renant) as they attempt to cover one another's tracks when a sexually orgreish high-society acquaintance is murdered. Enter Inspector Antoine (Louis Jouvet), whose seasoned instincts lead him down a circuitous path in this classic whodunit murder mystery.",/shop/browse?director=clouzot-henri-georges,106,French,FR,Europe,1.33
A Raisin in the Sun,Daniel Petrie,United States,945,https://www.criterion.com/films/28826-a-raisin-in-the-sun,https://s3.amazonaws.com/criterion-production/films/b098e03f9c272b78b726f827d2c440c2/ZcXKzw1dgfIfnHaFlCBogSemi3gRyC_thumbnail.jpg,1985,1.85:1,Black & White,"Lorraine Hansberry’s immortal A Raisin in the Sun was the first play by a black woman to be performed on Broadway. Two years later, the production came to the screen, directed by Daniel Petrie. The original stars—including Sidney Poitier and Ruby Dee—reprise their roles as members of an African American family living in a cramped Chicago apartment, in this deeply resonant tale of dreams deferred. The Youngers await a life-insurance check they hope will change their circumstances, but tensions arise over how to use the money. Vividly rendering Hansberry’s sharp observations on generational conflict and housing discrimination, Petrie’s film captures the high stakes, shifting currents, and varieties of experience within black life in midcentury America.",/shop/browse?director=petrie-daniel,128,English,US,North America,1.85
Ran,Akira Kurosawa,Japan,316,https://www.criterion.com/films/754-ran,https://s3.amazonaws.com/criterion-production/films/cf75c5b225b8892c55ed98276db4f5ce/MwHT6SDYJSbktYtorPE6MOO8mE3UtI_thumbnail.jpg,1950,1.85:1,Color,"With Ran, legendary director Akira Kurosawa reimagines Shakespeare's King Lear as a singular historical epic set in sixteenth-century Japan. Majestic in scope, the film is Kurosawa's late-life masterpiece, a profound examination of the folly of war and the crumbling of one family under the weight of betrayal, greed, and the insatiable thirst for power.",/shop/browse?director=kurosawa-akira,160,Japanese,JP,Asia,1.85
Rashomon,Akira Kurosawa,Japan,138,https://www.criterion.com/films/307-rashomon,https://s3.amazonaws.com/criterion-production/films/21d6c647d6b04343bcb9a475c8bf161e/mCz7xlfXoonwsP48ZmChNuVOxzzHRT_thumbnail.jpg,1999,1.33:1,Black & White,"A riveting psychological thriller that investigates the nature of truth and the meaning of justice, Rashomon is widely considered one of the greatest films ever made. Four people give different accounts of a man’s murder and the rape of his wife, which director Akira Kurosawa presents with striking imagery and an ingenious use of flashbacks. This eloquent masterwork and international sensation revolutionized film language and introduced Japanese cinema—and a commanding new star by the name of Toshiro Mifune—to the Western world.
Rashomon was restored by the Academy Film Archive, the National Film Center of the National Museum of Modern Art, Tokyo, and Kadokawa Pictures, Inc. Funding provided by Kadokawa Culture Promotion Foundation and The Film Foundation.",/shop/browse?director=kurosawa-akira,88,Japanese,JP,Asia,1.33
Ratcatcher,Lynne Ramsay,United Kingdom,162,https://www.criterion.com/films/716-ratcatcher,https://s3.amazonaws.com/criterion-production/films/2e0eb89f070c18c1adf8c0753d9c9589/EpE0fxyFF6hQ5D3K79cYRj9YcZMXB5_thumbnail.jpg,1940,1.85:1,Color,"In her breathtaking and assured debut feature, Lynne Ramsay creates a haunting evocation of a troubled Glasgow childhood. Set during Scotland’s national garbage strike of the mid-1970s, Ratcatcher explores the experiences of a poor adolescent boy as he struggles to reconcile his dreams and his guilt with the abjection that surrounds him. Utilizing beautiful, elusive imagery, candid performances, and unexpected humor, Ratcatcher deftly contrasts urban decay with a rich interior landscape of hope and perseverance, resulting in a work at once raw and deeply poetic.",/shop/browse?director=ramsay-lynne,94,English,GB,Europe,1.85
Rebecca,Alfred Hitchcock,United States,135,https://www.criterion.com/films/680-rebecca,https://s3.amazonaws.com/criterion-production/films/65ba8520032f6fea24aaa96c21c37252/3JpHzjZhjrmkm2SHE1n3R556QGyWPX_thumbnail.jpg,,1.33:1,Black & White,"Romance becomes psychodrama in the elegantly crafted Rebecca, Alfred Hitchcock’s first foray into Hollywood filmmaking. A dreamlike adaptation of Daphne du Maurier’s 1938 novel, the film stars the enchanting Joan Fontaine as a young woman who believes she has found her heart’s desire when she marries the dashing aristocratic widower Maxim de Winter (played with cunning vulnerability by Laurence Olivier). But upon moving to Manderley—her groom’s baroque ancestral mansion—she soon learns that his deceased wife haunts not only the estate but the temperamental, brooding Maxim as well. The start of Hitchcock’s legendary collaboration with producer David O. Selznick, this elegiac gothic vision, captured in stunning black and white by George Barnes, took home the Academy Awards for best picture and best cinematography.",/shop/browse?director=hitchcock-alfred,130,English,US,North America,1.33
The Red Balloon,Albert Lamorisse,France,,https://www.criterion.com/films/886-the-red-balloon,https://s3.amazonaws.com/criterion-production/films/bd211699c4a4946b8af0e05f039fb000/oLECD1AXZSKmKnPGIkw9LItmzYGDKH_thumbnail.jpg,1965,1.33:1,Color,"Newly restored and available for the first time on DVD, Albert Lamorisse’s exquisite The Red Balloon remains one of the most beloved children's films of all time. In this deceptively simple, nearly wordless tale, a young boy discovers a stray balloon, which seems to have a mind of its own, on the streets of Paris. The two become inseparable, yet the world’s harsh realities finally interfere. With its glorious palette and allegorical purity, the Academy Award–winning The Red Balloon has enchanted movie lovers, young and old, for generations.",/shop/browse?director=lamorisse-albert,34,French,FR,Europe,1.33
Red Beard,Akira Kurosawa,Japan,159,https://www.criterion.com/films/713-red-beard,https://s3.amazonaws.com/criterion-production/films/2faa45516b90350a848b0b01d3750349/3IPPeQz2EQhaFmWQ7lOfKBcurvyolT_thumbnail.jpg,1964,2.35:1,Black & White,"A testament to the goodness of humankind, Akira Kurosawa's Red Beard (Akahige) chronicles the tumultuous relationship between an arrogant young doctor and a compassionate clinic director. Toshiro Mifune, in his last role for Kurosawa, gives a powerhouse performance as the dignified yet empathic director who guides his pupil to maturity, teaching the embittered intern to appreciate the lives of his destitute patients. Perfectly capturing the look and feel of 19th-century Japan, Kurosawa weaves a fascinating tapestry of time, place, and emotion.",/shop/browse?director=kurosawa-akira,185,Japanese,JP,Asia,2.35
Red Desert,Michelangelo Antonioni,Italy,522,https://www.criterion.com/films/1454-red-desert,https://s3.amazonaws.com/criterion-production/films/f0698d10e7f1a77dd8e328a8ea94797f/Vd8Khg2Vd5KoE8hVxNrGs10PHkZAgZ_thumbnail.jpg,1936,1.85:1,Color,"Michelangelo Antonioni’s 1960s panoramas of contemporary alienation were decade-defining artistic events, and Red Desert, his first color film, is perhaps his most epochal. This provocative look at the spiritual desolation of the technological age—about a disaffected woman, brilliantly portrayed by Antonioni muse Monica Vitti, wandering through a bleak industrial landscape beset by power plants and environmental toxins, and tentatively flirting with her husband’s coworker, played by Richard Harris—continues to keep viewers spellbound. With one startling, painterly composition after another—of abandoned fishing cottages, electrical towers, looming docked ships—Red Desert creates a nearly apocalyptic image of its time, and confirms Antonioni as cinema’s preeminent poet of the modern age.",/shop/browse?director=antonioni-michelangelo,117,Italian,IT,Europe,1.85
Redes,Emilio Gómez Muriel…,Mexico,686,https://www.criterion.com/films/28408-redes,https://s3.amazonaws.com/criterion-production/films/89594ab78e17a9778dc78f275076d760/kADie75znXN9EHJ7qBhLrNwch9t918_thumbnail.jpg,1948,1.33:1,Black & White,"Early in his career, the Austrian-born future Oscar winner Fred Zinnemann codirected with Emilio Gómez Muriel the politically and emotionally searing Redes. In this vivid, documentary-like dramatization of the daily grind of men struggling to make a living by fishing on the Gulf of Mexico (mostly played by real- life fishermen), one worker’s terrible loss instigates a political awakening among him and his fellow laborers. A singular coming together of talents, Redes, commissioned by a progressive Mexican government, was cowritten and gorgeously shot by the legendary photographer Paul Strand.Redes was restored in 2009 by the Cineteca di Bologna/L’Immagine Ritrovata laboratory, in association with The Film Foundation’s World Cinema Project and Filmoteca de la UNAM. Restoration funded by Armani, Cartier, Qatar Airways, and Qatar Museum Authority.",/shop/browse?director=gomez-muriel-emilio,59,Spanish,MX,North America,1.33
Red River,Howard Hawks,United States,709,https://www.criterion.com/films/28046-red-river,https://s3.amazonaws.com/criterion-production/films/85b3ab0ea3a194bb0dae99e08cecc2fa/K7VYrFevvCcOemZYFe5xpZ8MpvLDcL_thumbnail.jpg,1948,1.37:1,Black & White,"No matter what genre he worked in, Howard Hawks played by his own rules, and never was this more evident than in his first western, the rowdy and whip-smart Red River. In it, John Wayne found one of his greatest roles, as an embittered, tyrannical Texas rancher whose tensions with his independent-minded adopted son—played by Montgomery Clift, in a breakout performance—reach epic proportions during a cattle drive to Missouri. The film is based on a novel that dramatizes the real-life late nineteenth-century expeditions along the Chisholm Trail, but Hawks is less interested in historical accuracy than in tweaking the codes of masculinity that propel the myths of the American West. The unerringly macho Wayne and the neurotic, boyish Clift make for an improbably perfect pair, held aloft by a quick-witted, multilayered screenplay and Hawks’s formidable direction.",/shop/browse?director=hawks-howard,127,English,US,North America,1.37
The Red Shoes,Michael Powell…,United Kingdom,44,https://www.criterion.com/films/233-the-red-shoes,https://s3.amazonaws.com/criterion-production/films/daa1d614942bb086b7fa4d4e1eb8b0d0/aZoMem6iPcKUSkCDO0g26e1bKiwA8y_thumbnail.jpg,1936,1.33:1,Color,"The Red Shoes, the singular fantasia from Michael Powell and Emeric Pressburger, is cinema’s quintessential backstage drama, as well as one of the most glorious Technicolor feasts ever concocted for the screen. Moira Shearer is a rising star ballerina torn between an idealistic composer and a ruthless impresario intent on perfection. Featuring outstanding performances, blazingly beautiful cinematography by Jack Cardiff, Oscar-winning sets and music, and an unforgettable, hallucinatory central dance sequence, this beloved classic, now dazzlingly restored, stands as an enthralling tribute to the life of the artist.
The Red Shoes was restored by the UCLA Film & Television Archive in association with the BFI, The Film Foundation, ITV Global Entertainment Ltd., and Janus Films. Restoration funding provided by the Hollywood Foreign Press Association, The Film Foundation, and the Louis B. Mayer Foundation.",/shop/browse?director=powell-michael,133,"French,                                          English",GB,Europe,1.33
Rembrandt,Alexander Korda,United Kingdom,,https://www.criterion.com/films/1437-rembrandt,https://s3.amazonaws.com/criterion-production/films/173c1232ac5647369dc45f157375b856/kE40rcbpjCPhQuXuPPxhKg9COoT0Fc_thumbnail.jpg,1941,1.33:1,Black & White,"Charles Laughton once again teams up with Korda for this moving, elegantly shot biopic about the Dutch painter. Beginning when Rembrandt’s reputation was at its height, the film then tracks his quiet descent into loneliness and isolated self-expression, following the death of his wife to the unveiling of Night Watch to the ecclesiastical excommunication of his late-in-life lover and maid, Hendrickje Stoffels (played by Laughton’s wife, Elsa Lanchester). Though black and white, Rembrandt is shot by cinematographer Georges Périnal (Le million, The Fallen Idol) with an attention to light that’s particularly Rembrandtesque.",/shop/browse?director=korda-alexander,85,English,GB,Europe,1.33
Remorques,Jean Grémillon,France,,https://www.criterion.com/films/27677-remorques,https://s3.amazonaws.com/criterion-production/films/1819692b0157948bf277f85e34504c85/HU1NSd7jljSoSS3ka7bypfce5Wx7X4_thumbnail.jpg,1978,1.33:1,Black & White,"Jacques Prévert cowrote this atmospheric tale of the romantic trials of a tugboat captain, played by the iconic French star Jean Gabin. For André and the other members of the Cyclone’s crew, existence is harshly divided between the danger of the stormy seas and the safety of life at home with their patient women. When André meets temptation in the form of the alluring Catherine during a risky rescue, he comes perilously close to betraying his wife of ten years. The haunting Remorques is distinguished by beautiful tracking shots and cunning special-effects work.",/shop/browse?director=gremillon-jean,84,French,FR,Europe,1.33
Les rendez-vous d’Anna,Chantal Akerman,France,,https://www.criterion.com/films/20204-les-rendez-vous-d-anna,https://s3.amazonaws.com/criterion-production/films/fe9bcf1ecbd2d422071fcb6475ef909f/1x8erdjqAivCMrtPR7gvLooh7RQfNP_thumbnail.jpg,1984,1.66:1,Color,"In one of Akerman’s most penetrating character studies, Anna, an accomplished filmmaker (played by Aurore Clément), makes her way through a series of European cities to promote her latest movie. Via a succession of eerie, exquisitely shot, brief encounters—with men and women, family and strangers—we come to see her emotional and physical detachment from the world.",/shop/browse?director=akerman-chantal,127,French,FR,Europe,1.66
Repo Man,Alex Cox,United States,654,https://www.criterion.com/films/28051-repo-man,https://s3.amazonaws.com/criterion-production/films/9b4c64e4026d23b7a27157535333194d/057TxV3PgrvLmRRswkihebTJczHZNw_thumbnail.jpg,1966,1.78:1,Color,"A quintessential cult film of the 1980s, Alex Cox’s singular sci-fi comedy stars the always captivating Harry Dean Stanton as a weathered repo man in a desolate Los Angeles, and Emilio Estevez as the nihilistic middle-class punk he takes under his wing. The job becomes more than either of them bargained for when they get involved in repossessing a mysterious—and    otherworldly—Chevy Malibu with a hefty reward attached to it. Featuring the ultimate early eighties L.A. punk soundtrack, this grungily hilarious odyssey is also a politically trenchant take on President Reagan’s domestic and foreign policies.",/shop/browse?director=cox-alex,92,English,US,North America,1.78
A Report on the Party and Guests,Jan Němec,Czech Republic,,https://www.criterion.com/films/27877-a-report-on-the-party-and-guests,https://s3.amazonaws.com/criterion-production/films/70031bd0f4fbac0c3faa463ec7a8ac89/Hmw02v4j5uzfkIbHWhs2sm33CupSrs_thumbnail.jpg,1965,1.33:1,Black & White,"In Jan Němec’s surreal fable, a picnic is rudely transformed into a lesson in political hierarchy when a handful of mysterious authority figures show up. This allegory about oppression and conformity was banned in its home country but became an international success after it premiered at the New York Film Festival.",/shop/browse?director=nemec-jan,70,Czech,CZ,Europe,1.33
Repulsion,Roman Polanski,United Kingdom,483,https://www.criterion.com/films/404-repulsion,https://s3.amazonaws.com/criterion-production/films/1b39c396ba762def47ab7cad9eb852db/eRi4xMVbfaGiT29LJEtE0sj2OxSE3K_thumbnail.jpg,1967,1.85:1,Black & White,"Roman Polanski followed up his international breakthrough Knife in the Water with this controversial, chilling tale of psychosis. Catherine Deneuve is Carol, a fragile, frigid young beauty cracking up in her London flat when left alone by her vacationing sister. She is soon haunted by specters real and imagined, and her insanity grows to a violent, hysterical pitch. Thanks to its disturbing detail and Polanski’s adeptness at turning claustrophobic space into an emotional minefield, Repulsion is a surreal, mind-bending odyssey into personal horror, and it remains one of cinema’s most shocking psychological thrillers.",/shop/browse?director=polanski-roman,105,English,GB,Europe,1.85
Return of the Prodigal Son,Evald Schorm,Czech Republic,,https://www.criterion.com/films/27859-return-of-the-prodigal-son,https://s3.amazonaws.com/criterion-production/films/d407b2a9114561fd548088c18652efce/0ks95xPCZSXsSm0dAivUUE6gjtn3qJ_thumbnail.jpg,2008,1.33:1,Black & White,Evald Schorm was one of the most politically outspoken of the Czech New Wave filmmakers. This raw psychological drama about an engineer unable to adjust to the world around him following his suicide attempt is at heart a scathing portrait of social alienation and moral compromise.,/shop/browse?director=schorm-evald,103,Czech,CZ,Europe,1.33
Revanche,Götz Spielmann,Austria,502,https://www.criterion.com/films/85-revanche,https://s3.amazonaws.com/criterion-production/films/8bd7bc2e13975cd8733f51d85346f8c0/jv8mOJ3S7gzDFNooyV0zXbNrHG8exO_thumbnail.jpg,1989,1.85:1,Color,"A gripping thriller and a tragic drama of nearly Greek proportions, Revanche is the stunning, Oscar-nominated international breakthrough of Austrian filmmaker Götz Spielmann. In a ragged section of Vienna, hardened ex-con Alex (the mesmerizing Johannes Krisch) works in a brothel, where he falls for Ukrainian hooker Tamara. Their desperate plans for escape unexpectedly intersect with the lives of a rural cop and his seemingly content wife. With meticulous, elegant direction, Spielmann creates a tense, existential, and surprising portrait of vengeance and redemption, and a journey into the darkest forest of human nature, in which violence and beauty exist side by side.",/shop/browse?director=spielmann-goetz,122,German,AT,Europe,1.85
Revenge,Ermek Shinarbaev,Kazakhstan,876,https://www.criterion.com/films/29208-revenge,https://s3.amazonaws.com/criterion-production/films/db96c5947256e58c76b29162412c782b/fFzRqS2k4qQ7uYfoJgI45cQIQIScQ3_thumbnail.jpg,1955,1.37:1,Color,"A child is raised in Korea to avenge the death of his father’s first child in this decades-spanning tale of obsession and violence, the third collaboration between director Ermek Shinarbaev and writer Anatoli Kim. A study of everyday evil infused with philosophy and poetry, this haunting allegory was the first Soviet film to look at the Korean diaspora in central Asia, and a founding work of the Kazakh New Wave. Rigorous and complex, Revenge weaves luminous imagery with inventive narrative elements in an unforgettable meditation on the way trauma is passed down through generations.Revenge was restored in 2010 by the Cineteca di Bologna/L’Immagine Ritrovata laboratory, in association with The Film Foundation’s World Cinema Project, the Kazakhfilm Studio, the State Archive of the Republic of Kazakhstan, and Ermek Shinarbaev. Restoration funded by Armani, Cartier, Qatar Airways, and Qatar Museum Authority.",/shop/browse?director=shinarbaev-ermek,99,Russian,KZ,Asia,1.37
